genome id,genome name,gene contents,number of genes,GC content,taxonomy,genome size,Have multi-copy gene
MG601103.1,Cyanophora biloba,"['atpB', 'atpE', 'orf10', 'orf1', 'petA', 'rbrA', 'psaM', 'psbD', 'psbC', 'psbK', 'psbM', 'psbX', 'bioY', 'ycf33', 'rps9', 'rpoA', 'rps11', 'rps13', 'rpl36', 'psbV', 'clpP1', 'dnaK', 'trpG', 'orf8', 'ccsA', 'rps6', 'ftsW', 'psaC', 'ycf23', 'mntB', 'mntA', 'ftsQ', 'apcF', 'rpl34', 'ycf35', 'cpcB', 'cpcA', 'crtE', 'rbcR', 'ycf32', 'ycf21', 'chlL', 'chlN', 'rpl21', 'ycf27', 'dnaK', 'groEL', 'groES', 'ycf37', 'ycf34', 'acpP', 'ycf4', 'rps14', 'orf2', 'chlB', 'psaA', 'psaB', 'psaJ', 'psaF', 'ycf3', 'petX', 'rpl19', 'apcB', 'apcA', 'apcE', 'orf3', 'rpl35', 'rpl20', 'hemA', 'recO', 'psbN', 'psbT', 'psbB', 'ycf38', 'psbH', 'orf4', 'rpl11', 'rpl1', 'rpl7/12', 'petD', 'petB', 'ycf29', 'ycf48', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaI', 'clpP2', 'apcD', 'nadA', 'preA', 'secY', 'rps5', 'rpl18', 'rpl6', 'rps8', 'rpl5', 'rpl14', 'rps17', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl3', 'ycf49', 'rpl33', 'rps18', 'ycf9', 'petF', 'rps10', 'tufA', 'rps7', 'rps12', 'sepF', 'ycf36', 'rps4a', 'rps4b', 'ycf12', 'chlI', 'orf9', 'petN', 'rps20', 'ycf16', 'ycf24', 'petG', 'hisH', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps16', 'rpl28', 'psbW', 'psaE', 'ycf17', 'psbI', 'petL', 'orf6', 'psbA', 'rbcS', 'rbcL']",148,0.3023546268839697,"['Eukaryota', 'Glaucocystophyceae', 'Cyanophoraceae', 'Cyanophora']",130509,True
NC_081593.1,Hypnea nidulans,"['rps6', 'ycf60', 'thiG', 'trpG', 'ccs1', 'dsbD', 'ycf35', 'psbA', 'rne', 'rpl27', 'rpl21', 'rpl32', 'psbY', 'rbcR', 'ycf54', 'ycf55', 'ycf53', 'carA', 'petJ', 'psbV', 'accD', 'psbX', 'fabH', 'apcD', 'psaJ', 'psaF', 'ycf52', 'ycf37', 'rpl34', 'ycf46', 'psaM', 'chlI', 'ycf63', 'dfr', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaI', 'ftrB', 'psb30', 'ycf64', 'tilS', 'trpA', 'secA', 'ycf21', 'pgmA', 'cpcA', 'cpcB', 'rpoZ', 'gltB', 'psaC', 'ycf22', 'accA', 'psaK', 'ccsA', 'cpeA', 'cpeB', 'nblA', 'cpcG', 'ycf20', 'apcF', 'ycf80', 'rps4', 'infC', 'ilvH', 'ycf34', 'cbbX', 'rbcS', 'rbcL', 'trxA', 'rpl28', 'psaL', 'petL', 'ycf4', 'orf252', 'cemA', 'orf543', 'ycf58', 'psbI', 'ycf41', 'ycf39', 'orf113', 'sufB', 'sufC', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'infB', 'ycf3', 'atpB', 'atpE', 'apcB', 'apcA', 'apcE', 'tatC', 'petA', 'odpB', 'odpA', 'preA', 'rpl20', 'rpl35', 'pbsA', 'bas1', 'ycf36', 'secG', 'petM', 'petN', 'acsF', 'psaD', 'acpP', 'ycf45', 'ycf86', 'accB', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'psbZ', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'petF', 'ycf38', 'psbB', 'psbT', 'psbN', 'psbH', 'psaE', 'ftsH', 'argB', 'ycf33', 'ilvB', 'rpl19', 'clpC', 'dnaB', 'rpl9', 'moeB', 'rpl11', 'rpl1', 'rpl12', 'petD', 'petB', 'ntcA', 'ycf29', 'thiS', 'rps1', 'syfB', 'psbW', 'syh', 'groEL', 'orf151', 'ycf65', 'rps16', 'ycf19', 'orf192', 'ycf17', 'psbC', 'psbD', 'ompR']",199,0.2777403859982167,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Rhodymeniophycidae', 'Gigartinales', 'Hypneaceae', 'Hypnea']",173835,False
OR168100.1,Klebsormidium flaccidum,"['orf405', 'psbJ', 'psbL', 'psbF', 'psbE', 'petA', 'cemA', 'psbC', 'psbD', 'rpl19', 'rpl2', 'rps19', 'rpl22', 'rps8', 'rpl36', 'rps11', 'rpoA', 'rps9', 'chlB', 'atpH', 'atpF', 'atpA', 'chlI', 'orf2004', 'rpl20', 'rps18', 'rpl33', 'psaJ', 'psbZ', 'rpoC2', 'rpoC1', 'rpoB', 'petN', 'ycf66', 'psbM', 'ndhB', 'rps7', 'rps12', 'psbK', 'psbI', 'psaM', 'ycf12', 'atpI', 'rps2', 'atpE', 'atpB', 'rbcL', 'psbA', 'psbA', 'petD', 'petB', 'psbH', 'psbN', 'psbT', 'psbB', 'clpP', 'rps4', 'petG', 'petL', 'ycf62', 'ndhC', 'ndhJ', 'orf604', 'orf499', 'orf479', 'psaA', 'psaB', 'rps14', 'matK', 'odpB', 'psaI', 'ycf4', 'ndhH', 'ndhA', 'ndhI', 'ndhG', 'ndhE', 'psaC', 'ndhD', 'chlL', 'chlN', 'ycf1', 'rpl32', 'ndhF', 'rpl21', 'tufA', 'ycf20', 'ccsA', 'ycf20', 'tufA', 'rpl21', 'ndhF', 'rpl32', 'ycf1', 'chlN', 'chlL', 'ndhD', 'psaC', 'ndhE', 'ndhG', 'ndhI', 'ndhA', 'ndhH', 'ycf4', 'psaI', 'odpB', 'matK', 'rps14', 'psaB', 'psaA']",110,0.4214917017478125,"['Eukaryota', 'Viridiplantae', 'Streptophyta', 'Klebsormidiophyceae', 'Klebsormidiales', 'Klebsormidiaceae', 'Klebsormidium']",181484,True
MZ336063.1,Gracilaria pachydermatica,"['rps6', 'ycf60', 'thiG', 'trpG', 'ccs1', 'dsbD', 'ycf35', 'psbA', 'rne', 'rpl27', 'rpl21', 'rnz', 'rpl32', 'psbY', 'lysR', 'ycf54', 'ycf55', 'ycf53', 'carA', 'petJ', 'psbV', 'accD', 'psbX', 'fabH', 'apcD', 'psaJ', 'psaF', 'ycf52', 'ycf37', 'rpl34', 'ycf46', 'psaM', 'chlI', 'ycf63', 'dfr', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaI', 'ftrB', 'ycf12', 'ycf62', 'trpA', 'secA', 'ycf21', 'pgmA', 'cpcA', 'cpcB', 'ycf61', 'gltB', 'psaC', 'ycf23', 'ycf22', 'accA', 'psaK', 'ccsA', 'cpeA', 'cpeB', 'nblA', 'cpcG', 'ycf20', 'apcF', 'ycf91', 'orf442', 'rps4', 'infC', 'ilvH', 'ycf34', 'cbbX', 'rbcS', 'rbcL', 'trxA', 'rpl28', 'orf457', 'psaL', 'petL', 'ycf4', 'orf188', 'orf196', 'cemA', 'orf220', 'orf353', 'ycf58', 'psbI', 'ycf41', 'ycf39', 'orf241', 'sufB', 'sufC', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'infB', 'ycf3', 'atpB', 'atpE', 'apcB', 'apcA', 'apcE', 'tatC', 'petA', 'odpB', 'odpA', 'preA', 'rpl20', 'rpl35', 'pbsA', 'bas1', 'ycf36', 'secG', 'petM', 'petN', 'ycf59', 'psaD', 'acpP', 'ycf45', 'accB', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'psbZ', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'orf114', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'petF', 'ycf38', 'psbB', 'psbT', 'psbN', 'psbH', 'psaE', 'ftsH', 'argB', 'ycf33', 'ilvB', 'rpl19', 'orf141', 'dnaB', 'clpC', 'psbW', 'syfB', 'rps1', 'thiS', 'ycf29', 'ntcA', 'petB', 'petD', 'rpl12', 'rpl1', 'rpl11', 'moeB', 'rpl9', 'syh', 'groEL', 'orf1193', 'ycf65', 'rps16', 'ycf19', 'orf186', 'ycf17', 'psbC', 'psbD', 'ompR']",204,0.29165808788750575,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Rhodymeniophycidae', 'Gracilariales', 'Gracilariaceae', 'Gracilaria']",179707,False
OP616811.1,Sciadococcus taiwanensis,"['dnaK', 'chlB', 'hupA', 'argB', 'ycf33', 'ilvB', 'ycf82', 'ycf83', 'menE', 'menC', 'menA', 'menB', 'menF', 'menD', 'rpl19', 'clpC', 'dnaB', 'rpl9', 'moeB', 'rpl11', 'rpl1', 'rpl12', 'petD', 'petB', 'ntcA', 'ompR', 'thiS', 'rps1', 'psbW', 'syh', 'groEL', 'ycf65', 'rps16', 'ycf19', 'ycf17', 'psbC', 'psbD', 'orf27', 'rps6', 'ycf60', 'thiG', 'trpG', 'ccs1', 'ycf35', 'psbA', 'apcF', 'ycf20', 'lipB', 'cpcG', 'nblA', 'cpeB', 'ccsA', 'psaK', 'accA', 'ycf22', 'mntB', 'mntA', 'psaC', 'gltB', 'rpoZ', 'glmS', 'cpcB', 'cpcA', 'secA', 'rpl34', 'ycf46', 'psbA', 'chlN', 'chlL', 'rpl32', 'psbY', 'rbcR', 'cysT', 'cysW', 'desA', 'ycf54', 'cobA', 'ycf55', 'ycf53', 'carA', 'rpl27', 'rpl21', 'lpxC', 'lpxA', 'psaM', 'thdF', 'chlI', 'ycf84', 'ycf85', 'infC', 'ilvH', 'ycf34', 'cbbX', 'rbcS', 'rbcL', 'trxA', 'rpl28', 'iscA', 'ycf80', 'rps4', 'trpA', 'tilS', 'orf107', 'ycf12', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf4', 'ycf49', 'psaL', 'cemA', 'ccrf1', 'cpcS', 'psbI', 'ycf41', 'ycf39', 'ecfT', 'ycf24', 'ycf16', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'glnB', 'rpl33', 'rps18', 'atpE', 'atpB', 'ycf3', 'infB', 'apcB', 'apcA', 'ycf37', 'ycf52', 'psaF', 'psaJ', 'apcD', 'fabH', 'psbX', 'ycf66', 'accD', 'psbV', 'petJ', 'DUF3288', 'DUF3172', 'ycf63', 'ycf26', 'apcE', 'tatC', 'petA', 'odpB', 'odpA', 'preA', 'rpl20', 'rpl35', 'pbsA', 'bas1', 'ycf59', 'petN', 'petM', 'secG', 'ycf36', 'psaD', 'psbZ', 'psbK', 'nusA', 'petG', 'hisH', 'rps14', 'psaB', 'psaA', 'accB', 'ycf86', 'ycf45', 'acpP', 'ftsH', 'psaE', 'psbH', 'psbN', 'psbT', 'psbB', 'ycf38', 'petF', 'rps10', 'tufA', 'rps7', 'rps12', 'rpl31', 'rps9', 'rpl13', 'rpoA', 'rps11', 'rps13', 'rpl36', 'secY', 'rps5', 'rpl18', 'rpl6', 'rps8', 'rpl5', 'rpl24', 'rpl14', 'rps17', 'rpl29', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'rpl4', 'rpl3']",223,0.3144004148979082,"['Eukaryota', 'Rhodophyta', 'Bangiophyceae', 'Cavernulicolales', 'Cavernulicolaceae', 'Sciadococcus']",208244,True
NC_014808.1,Thalassiosira oceanica CCMP1005,"['psaJ', 'psaF', 'ftsH', 'rps14', 'psaM', 'chlI', 'dnaB', 'rpl11', 'rpl1', 'rpl12', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'ycf3', 'atpB', 'atpE', 'tatC', 'petA', 'psbI', 'ycf41', 'ycf39', 'cbbX', 'psaL', 'petL', 'ycf4', 'psbE', 'psbF', 'psbL', 'psbJ', 'ycf90', 'petD', 'petB', 'psaD', 'secG', 'psbD', 'psbC', 'ycf12', 'psbZ', 'psaI', 'psbK', 'petG', 'petM', 'petN', 'ycf33', 'psbX', 'ycf66', 'psbV', 'psbB', 'psbT', 'psbN', 'psbH', 'psaE', 'ycf42', 'rpl35', 'rpl20', 'ycf45', 'rbcS', 'rbcL', 'sufB', 'sufC', 'atpI', 'atpH', 'atpG', 'atpF', 'atpD', 'atpA', 'rpl19', 'orf127', 'psaB', 'psaA', 'ycf89', 'psbY', 'rpl32', 'rbcR', 'rpl21', 'rpl27', 'secA', 'rpl34', 'ccsA', 'psaC', 'psbA', 'ccs1', 'ycf46', 'ycf35', 'clpC', 'groEL', 'psb28', 'thiS', 'rps4', 'rps16', 'rps6', 'thiG', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'ycf88', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', ""clpC'"", ""ycf35'"", ""ycf46'"", ""ccs1'"", ""psbA'"", ""psaC'"", ""ccsA'"", ""rpl34'"", ""secA'"", ""rpl27'"", ""rpl21'"", ""rbcR'"", ""rpl32'"", ""psbY'"", ""ycf89'""]",142,0.30394950278581,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Coscinodiscophyceae', 'Thalassiosirophycidae', 'Thalassiosirales', 'Thalassiosiraceae', 'Thalassiosira']",141790,False
ON844104.1,Emiliania huxleyi,"['psbI', 'ycf60', 'rpl19', 'ycf46', 'sufB', 'ycf19', 'rpl33', 'rps18', 'psbX', 'petA', 'tatC', 'groEL', 'ycf35', 'ycf45', 'psb30', 'clpC', 'atpE', 'atpB', 'psbK', 'psbZ', 'psbB', 'psbT', 'psbN', 'psbH', 'psaC', 'ccs1', 'psaF', 'psaJ', 'ycf55', 'ycf40', 'psaL', 'ycf47', 'petM', 'petN', 'rpl27', 'petL', 'ycf4', 'ycf27', 'rpoB', 'rpoC1', 'rpoC2', 'rps4', 'rps2', 'atpI', 'atpH', 'atpG', 'atpF', 'atpD', 'atpA', 'psbC', 'psbD', 'ycf3', 'rps14', 'rpl34', 'rps16', 'ycf65', 'ycf80', 'chlI', 'thiG', 'minD', 'psbY', 'rbcR', 'psbJ', 'psbL', 'psbF', 'psbE', 'cbbX', 'petG', 'secA', 'dfr', 'rps6', 'psaI', 'ccsA', 'psaM', 'ycf20', 'psaD', 'psbV', 'dnaK', 'rpl3', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rps17', 'rpl14', 'rpl5', 'rps8', 'rpl6', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'ycf39', 'petB', 'petD', 'psaA', 'psaB', 'rbcL', 'rbcS', 'psbA', 'rpl20', 'rpl21']",112,0.36735206316435565,"['Eukaryota', 'Haptista', 'Haptophyta', 'Prymnesiophyceae', 'Isochrysidales', 'Noelaerhabdaceae', 'Emiliania']",107529,False
NC_062394.1,Glaucosphaera vacuolata,"['clpC', 'ycf33', 'ftsH', 'ycf4', 'psbE', 'psbF', 'psbL', 'psbJ', 'chlL', 'chlN', 'psbH', 'psbC', 'psbD', 'rpl35', 'rpl20', 'psbY', 'rpl32', 'chlB', 'ycf20', 'apcF', 'psbN', 'rbcL', 'rbcS', 'cbbX', 'psbX', 'ilvH', 'ycf38', 'rpoA', 'rps11', 'rps13', 'rpl36', 'rps10', 'tufA', 'rps7', 'rps12', 'rpl31', 'rps9', 'rpl13', 'psaK', 'infC', 'cpcB', 'cpcA', 'cpeS', 'thiS', 'ycf17', 'apcE', 'psaI', 'psbW', 'syfB', 'carA', 'psaD', 'dnaK', 'acsF', 'psbA', 'maturase', 'maturase', 'maturase', 'maturase', 'maturase', 'psbB', 'psbT', 'tilS', 'secA', 'rpl27', 'rpl21', 'rbcR', 'ccsA', 'tatC', 'psaC', 'rpl12', 'odpB', 'odpA', 'rpl28', 'acpP', 'ycf23', 'groEL', 'petD', 'petB', 'psaE', 'ycf54', 'ntcA', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'ccs1', 'psaL', 'petL', 'rpl34', 'rps6', 'rps1', 'rps4', 'rps2', 'tsf', 'psbI', 'ycf80', 'cpcG', 'apcB', 'apcA', 'ycf3', 'rps16', 'ycf65', 'rps20', 'rpoB', 'rpoC1', 'rpoC2', 'atpB', 'atpE', 'ycf52', 'petJ', 'psbV', 'apcD', 'ycf39', 'petG', 'psbZ', 'rpoZ', 'ycf53', 'maturase', 'preA', 'psaM', 'chlI', 'ycf60', 'psaJ', 'psaF', 'rps14', 'infB', 'ycf55', 'thiG', 'trpG', 'secG', 'ilvB', 'psaA', 'maturase', 'psaB', 'petA', 'ycf27', 'ftrB', 'petF', 'secY', 'rps5', 'rpl18', 'rpl6', 'rps8', 'rpl5', 'rpl24', 'rpl14', 'rps17', 'rpl29', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'rpl4', 'rpl3', 'rps18', 'rpl33', 'rpl19', 'syh', 'rne', 'moeB', 'orf745', 'petM', 'petN', 'cpeA', 'cpeB', 'maturase', 'cemA', 'psbK', 'rpl1', 'rpl11', 'dnaB', 'rpl9', 'sufB', 'sufC', 'ycf19']",179,0.26381891569966875,"['Eukaryota', 'Rhodophyta', 'Rhodellophyceae', 'Glaucosphaerales', 'Glaucosphaeraceae', 'Glaucosphaera']",475182,True
NC_058783.1,Pseudo-nitzschia pungens,"['rbcL', 'rbcS', 'psaJ', 'psaF', 'psbI', 'ycf41', 'ycf39', 'cbbX', 'psaL', 'petL', 'ycf4', 'psbE', 'psbF', 'psbL', 'psbJ', 'ycf12', 'psbZ', 'ycf90', 'petA', 'tatC', 'atpE', 'atpB', 'ycf3', 'rps18', 'rpl33', 'rps20', 'rpoB', 'rpoC1', 'rpoC2', 'rps2', 'psbC', 'psbD', 'psbK', 'petG', 'petF', 'rpl19', 'psbV', 'ycf66', 'psbX', 'petD', 'petB', 'psaD', 'psaA', 'psaB', 'ycf89', 'orf167', 'orf125', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'orf224', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'psbY', 'psaC', 'groEL', 'psbW', 'thiS', 'rps4', 'rps16', 'ccsA', 'rps6', 'thiG', 'clpC', 'rpl32', 'lysR', 'rpl21', 'rpl27', 'secA', 'rpl34', 'ycf46', 'ccs1', 'psbA', 'orf125', 'orf167', 'ycf89', 'psaB', 'psaA', 'rpl12', 'rpl1', 'rpl11', 'dnaB', 'ycf33', 'psbB', 'psbT', 'psbN', 'psbH', 'petN', 'petM', 'rps14', 'psaM', 'chlI', 'secG', 'ycf45', 'rpl20', 'rpl35', 'bas1', 'ftsH', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'sufC', 'sufB']",131,0.3217546597591486,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']",124309,True
MH591107.1,Codium arabicum,"['orf164', 'orf197', 'chlI', 'ycf4', 'rps12', 'rps7', 'ftsH', 'psbM', 'rpl20', 'rps18', 'ycf3', 'petL', 'psaJ', 'rpoC2', 'rpoC1', 'rpoB', 'rpoBa', 'chlN', 'chlL', 'ccs1', 'cysA', 'psbB', 'psbT', 'psbH', 'psbI', 'psbN', 'psbK', 'psb30', 'psaM', 'cemA', 'atpE', 'atpB', 'rps14', 'petB', 'petD', 'rps4', 'clpP', 'chlB', 'psaA', 'psaB', 'psbZ', 'psbD', 'psbC', 'psbA', 'rbcL', 'orf276', 'orf107', 'petG', 'atpA', 'atpF', 'atpH', 'atpI', 'rps2', 'rpl32', 'rps9', 'rpl12', 'ycf47', 'cysT', 'ycf1', 'rpoA', 'rps11', 'rpl36', 'infA', 'rps8', 'rpl5', 'rpl14', 'rpl16', 'rps3', 'rps19', 'rpl2', 'rpl23', 'petA', 'psaI', 'psaC', 'ycf20', 'rpl19', 'tufA', 'accD', 'psbE', 'psbF', 'psbL', 'psbJ', 'orf106']",83,0.2877605315916226,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'Ulvophyceae', 'TCBD clade', 'Bryopsidales', 'Bryopsidineae', 'Codiaceae', 'Codium']",79309,False
KM462864.1,Stichococcus bacillaris,"['cysA', 'chlN', 'chlB', 'psbK', 'ycf12', 'psaM', 'orf158', 'rbcL', 'psbA', 'psbM', 'cysT', 'rpl32', 'clpP', 'petB', 'petD', 'chlL', 'atpB', 'atpE', 'rps12', 'rps7', 'tufA', 'rpl19', 'ycf4', 'cemA', 'ycf62', 'ycf47', 'psaI', 'psaJ', 'rps18', 'rpl20', 'rpl23', 'rpl2', 'rps19', 'rps3', 'rpl16', 'rpl14', 'rpl5', 'rps8', 'infA', 'rpl36', 'rps11', 'rpoA', 'rps9', 'rpl12', 'ycf20', 'rps2', 'atpI', 'atpH', 'atpF', 'atpA', 'psbZ', 'psbL', 'psbF', 'psbE', 'psbJ', 'accD', 'ycf1', 'rps14', 'psbC', 'psbD', 'psaA', 'psaB', 'rps4', 'ccsA', 'psbB', 'orf543', 'orf281', 'psbT', 'psbN', 'psbH', 'rpoBa', 'rpoBb', 'rpoC1', 'rpoC2a', 'rpoC2b', 'psbI', 'petL', 'petG', 'psaC', 'ycf3', 'petA', 'ftsH', 'rps14', 'ycf1', 'accD']",85,0.31850673780696354,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'core chlorophytes', 'Trebouxiophyceae', 'Prasiolales', 'Stichococcaceae', 'Stichococcus']",116952,True
NC_009573.1,Rhodomonas salina,"['rpl19', 'clpC', 'dnaB', 'rpl11', 'rpl1', 'rpl12', 'petD', 'petB', 'ycf29', 'psbW', 'dnaX', 'groEL', 'orf142', 'orf146', 'ycf65', 'rps16', 'ycf19', 'hlip', 'psbC', 'psbD', 'orf27', 'rpl21', 'rpl27', 'rbcR', 'psbY', 'rpl32', 'minE', 'minD', 'ccs1', 'ycf35', 'ycf46', 'rpl34', 'secA', 'ycf61', 'psaC', 'psaK', 'ccsA', 'cpeB', 'psbA', 'rps6', 'psaM', 'chlI', 'ycf26', 'rps4', 'orf403', 'rbcL', 'rbcS', 'cbbX', 'ilvH', 'rne', 'psbV', 'psbX', 'psaJ', 'psaF', 'ycf37', 'ycf12', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf4', 'petL', 'psaL', 'cemA', 'psbI', 'ycf39', 'ycf24', 'ycf16', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'infB', 'ycf3', 'atpB', 'atpE', 'tatC', 'petA', 'rpl20', 'rpl35', 'pbsA', 'petN', 'petM', 'secG', 'ycf36', 'psaD', 'psbZ', 'psbK', 'petG', 'rps14', 'psaB', 'psaA', 'acpP', 'hlpA', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'petF', 'psbB', 'psbT', 'psbN', 'RT', 'psbH', 'psaE', 'ftsH', 'ycf33', 'ilvB']",146,0.3476084620254096,"['Eukaryota', 'Cryptophyceae', 'Pyrenomonadales', 'Pyrenomonadaceae', 'Rhodomonas']",135854,False
KX601051.1,Gracilaria firma,"['ompR', 'psbD', 'psbC', 'ycf17', 'upp', 'ycf19', 'rps16', 'ycf65', 'groEL', 'syh', 'rpl9', 'moeB', 'rpl11', 'rpl1', 'rpl12', 'petD', 'petB', 'ntcA', 'tctD', 'ycf40', 'rps1', 'syfB', 'psbW', 'clpC', 'dnaB', 'rpl19', 'ilvB', 'ycf33', 'argB', 'ftsH', 'psaE', 'psbH', 'psbN', 'psbT', 'psbB', 'ycf38', 'petF', 'rps10', 'tufA', 'rps7', 'rps12', 'rpl31', 'rps9', 'rpl13', 'rpoA', 'rps11', 'rps13', 'rpl36', 'secY', 'rps5', 'rpl18', 'rpl6', 'rps8', 'rpl5', 'rpl24', 'rpl14', 'rps17', 'rpl29', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'rpl4', 'rpl3', 'dnaK', 'psbZ', 'psbK', 'petG', 'rps14', 'psaB', 'psaA', 'accB', 'ycf45', 'acpP', 'psaD', 'acsF', 'petN', 'petM', 'secG', 'ycf36', 'bas1', 'rpl35', 'rpl20', 'preA', 'odpA', 'odpB', 'petA', 'tatC', 'apcE', 'apcA', 'apcB', 'atpE', 'atpB', 'ycf3', 'infB', 'rps18', 'rpl33', 'rps20', 'rpoB', 'rpoC1', 'rpoC2', 'rps2', 'tsf', 'atpI', 'atpH', 'atpG', 'atpF', 'atpD', 'atpA', 'sufC', 'sufB', 'ycf39', 'psbI', 'ycf58', 'cemA', 'mat', 'ycf4', 'petL', 'psaL', 'rpl28', 'trxA', 'rbcL', 'rbcS', 'cbbX', 'ycf34', 'ilvH', 'infC', 'rps4', 'ycf80', 'apcF', 'ycf20', 'cpcG', 'nblA', 'cpeB', 'cpeA', 'ccsA', 'psaK', 'accA', 'ycf22', 'ycf23', 'psaC', 'gltB', 'rpoZ', 'cpcB', 'cpcA', 'pgmA', 'ycf21', 'secA', 'trpA', 'tilS', 'ycf12', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'dfr', 'ycf63', 'chlI', 'psaM', 'ycf46', 'rpl34', 'ycf37', 'ycf52', 'psaF', 'psaJ', 'apcD', 'fabH', 'psbX', 'accD', 'psbV', 'petJ', 'carA', 'ycf53', 'ycf55', 'ycf54', 'rbcR', 'psbY', 'rpl32', 'rnz', 'rpl21', 'rpl27', 'rne', 'psbA', 'ycf35', 'dsbD', 'ccs1', 'trpG', 'thiG', 'ycf60', 'rps6']",194,0.2808220276896915,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Rhodymeniophycidae', 'Gracilariales', 'Gracilariaceae', 'Gracilaria']",187001,False
